Crop,Year,State,Area (\'000 Hectares),Production (\'000 Tonnes),Yield (Kg per Ha))
Finger Millet (Ragi),2013-14,Haryana,,,
Finger Millet (Ragi),2014-15,Haryana,,,
Finger Millet (Ragi),2015-16,Haryana,,,
Finger Millet (Ragi),2016-17,Haryana,,,
Finger Millet (Ragi),2017-18,Haryana,,,
Finger Millet (Ragi),1966-67,Himachal Pradesh,13.1,5.9,450.38
Finger Millet (Ragi),1967-68,Himachal Pradesh,13.8,6.9,500
Finger Millet (Ragi),1968-69,Himachal Pradesh,13.9,10.5,755.4
Finger Millet (Ragi),1969-70,Himachal Pradesh,14,10.6,757.14
Finger Millet (Ragi),1970-71,Himachal Pradesh,14.2,9.4,661.97
Finger Millet (Ragi),1971-72,Himachal Pradesh,11.6,7.6,655.17
Finger Millet (Ragi),1972-73,Himachal Pradesh,13.2,7.8,590.91
Finger Millet (Ragi),1973-74,Himachal Pradesh,12.4,9.8,790.32
Finger Millet (Ragi),1974-75,Himachal Pradesh,12.9,10,775.19
Finger Millet (Ragi),1975-76,Himachal Pradesh,12.2,9.4,770.49
Finger Millet (Ragi),1976-77,Himachal Pradesh,12.1,9.8,809.92
Finger Millet (Ragi),1977-78,Himachal Pradesh,11.9,9.4,789.92
Finger Millet (Ragi),1978-79,Himachal Pradesh,11.1,6.3,567.57
Finger Millet (Ragi),1979-80,Himachal Pradesh,13.4,7.5,559.7
Finger Millet (Ragi),1980-81,Himachal Pradesh,10.6,7.8,735.85
Finger Millet (Ragi),1981-82,Himachal Pradesh,9.8,5.9,602.04
Finger Millet (Ragi),1982-83,Himachal Pradesh,8.6,6.1,709.3
Finger Millet (Ragi),1983-84,Himachal Pradesh,8.2,7.1,865.85
Finger Millet (Ragi),1984-85,Himachal Pradesh,7.9,5.7,721.52
Finger Millet (Ragi),1985-86,Himachal Pradesh,6.7,4,597.01
Finger Millet (Ragi),1986-87,Himachal Pradesh,8,4.2,525
Finger Millet (Ragi),1987-88,Himachal Pradesh,7,1.6,228.57
Finger Millet (Ragi),1988-89,Himachal Pradesh,5.9,2.3,389.83
Finger Millet (Ragi),1989-90,Himachal Pradesh,6.4,4.4,687.5
Finger Millet (Ragi),1990-91,Himachal Pradesh,6,4.1,683.33
Finger Millet (Ragi),1991-92,Himachal Pradesh,5.1,3.9,764.71
Finger Millet (Ragi),1992-93,Himachal Pradesh,5.1,4.1,803.92
Finger Millet (Ragi),1993-94,Himachal Pradesh,4.7,3.1,659.57
Finger Millet (Ragi),1994-95,Himachal Pradesh,4.6,3,652.17
Finger Millet (Ragi),1995-96,Himachal Pradesh,4.2,2.2,523.81
Finger Millet (Ragi),1996-97,Himachal Pradesh,4.4,2.5,568.18
Finger Millet (Ragi),1997-98,Himachal Pradesh,4.1,4.2,"1,024.39"
Finger Millet (Ragi),1998-99,Himachal Pradesh,3.7,4.2,"1,135.14"
Finger Millet (Ragi),1999-00,Himachal Pradesh,4,4.4,"1,100.00"
Finger Millet (Ragi),2000-01,Himachal Pradesh,4.1,4.2,"1,024.39"
Finger Millet (Ragi),2001-02,Himachal Pradesh,4,4.7,"1,175.00"
Finger Millet (Ragi),2002-03,Himachal Pradesh,3.2,4,"1,250.00"
Finger Millet (Ragi),2003-04,Himachal Pradesh,3,4,"1,333.33"
Finger Millet (Ragi),2004-05,Himachal Pradesh,3,3,"1,000.00"
Finger Millet (Ragi),2005-06,Himachal Pradesh,3.3,3.4,"1,030.30"
Finger Millet (Ragi),2006-07,Himachal Pradesh,3,3.2,"1,066.67"
Finger Millet (Ragi),2007-08,Himachal Pradesh,1.8,2.5,"1,388.89"
Finger Millet (Ragi),2008-09,Himachal Pradesh,2.3,2.4,"1,043.48"
Finger Millet (Ragi),2009-10,Himachal Pradesh,2.7,2.2,814.81
Finger Millet (Ragi),2010-11,Himachal Pradesh,2.3,2.1,913.04
Finger Millet (Ragi),2011-12,Himachal Pradesh,2.43,2.8,"1,152.26"
Finger Millet (Ragi),2012-13,Himachal Pradesh,2.8,2.5,892.86
Finger Millet (Ragi),2013-14,Himachal Pradesh,2,2,"1,000.00"
Finger Millet (Ragi),2014-15,Himachal Pradesh,1.9,1.9,"1,000.00"
Finger Millet (Ragi),2015-16,Himachal Pradesh,1.9,1.9,"1,000.00"
Finger Millet (Ragi),2016-17,Himachal Pradesh,2.2,2.1,954.55
Finger Millet (Ragi),2017-18,Himachal Pradesh,1.82,1.92,"1,055.59"
Finger Millet (Ragi),2018-19,Himachal Pradesh,1.72,1.82,"1,060.00"
Finger Millet (Ragi),2019-20,Himachal Pradesh,1.76,2.06,"1,170.00"
Finger Millet (Ragi),1966-67,Jammu & Kashmir,,,
Finger Millet (Ragi),1967-68,Jammu & Kashmir,,,
Finger Millet (Ragi),1968-69,Jammu & Kashmir,,,
Finger Millet (Ragi),1969-70,Jammu & Kashmir,,,
Finger Millet (Ragi),1970-71,Jammu & Kashmir,,,
Finger Millet (Ragi),1971-72,Jammu & Kashmir,,,
Finger Millet (Ragi),1972-73,Jammu & Kashmir,,,
Finger Millet (Ragi),1973-74,Jammu & Kashmir,,,
Finger Millet (Ragi),1974-75,Jammu & Kashmir,,,
Finger Millet (Ragi),1975-76,Jammu & Kashmir,,,
Finger Millet (Ragi),1976-77,Jammu & Kashmir,,,
Finger Millet (Ragi),1977-78,Jammu & Kashmir,,,
Finger Millet (Ragi),1978-79,Jammu & Kashmir,,,
Finger Millet (Ragi),1979-80,Jammu & Kashmir,,,
Finger Millet (Ragi),1980-81,Jammu & Kashmir,,,
Finger Millet (Ragi),1981-82,Jammu & Kashmir,,,
Finger Millet (Ragi),1982-83,Jammu & Kashmir,,,
Finger Millet (Ragi),1983-84,Jammu & Kashmir,,,
Finger Millet (Ragi),1984-85,Jammu & Kashmir,,,
Finger Millet (Ragi),1985-86,Jammu & Kashmir,,,
Finger Millet (Ragi),1986-87,Jammu & Kashmir,,,
Finger Millet (Ragi),1987-88,Jammu & Kashmir,,,
Finger Millet (Ragi),1988-89,Jammu & Kashmir,,,
Finger Millet (Ragi),1989-90,Jammu & Kashmir,,,
Finger Millet (Ragi),1990-91,Jammu & Kashmir,,,
Finger Millet (Ragi),1991-92,Jammu & Kashmir,,,
Finger Millet (Ragi),1992-93,Jammu & Kashmir,,,
Finger Millet (Ragi),1993-94,Jammu & Kashmir,,,
Finger Millet (Ragi),1994-95,Jammu & Kashmir,,,
Finger Millet (Ragi),1995-96,Jammu & Kashmir,,,
Finger Millet (Ragi),1996-97,Jammu & Kashmir,,,
Finger Millet (Ragi),1997-98,Jammu & Kashmir,,,
Finger Millet (Ragi),1998-99,Jammu & Kashmir,,,
Finger Millet (Ragi),1999-00,Jammu & Kashmir,,,
Finger Millet (Ragi),2000-01,Jammu & Kashmir,,,
Finger Millet (Ragi),2001-02,Jammu & Kashmir,,,
Finger Millet (Ragi),2002-03,Jammu & Kashmir,,,
Finger Millet (Ragi),2003-04,Jammu & Kashmir,,,
Finger Millet (Ragi),2004-05,Jammu & Kashmir,,,
Finger Millet (Ragi),2005-06,Jammu & Kashmir,,,
Finger Millet (Ragi),2006-07,Jammu & Kashmir,,,
Finger Millet (Ragi),2007-08,Jammu & Kashmir,,,
Finger Millet (Ragi),2008-09,Jammu & Kashmir,,,
Finger Millet (Ragi),2009-10,Jammu & Kashmir,,,
Finger Millet (Ragi),2010-11,Jammu & Kashmir,,,
Finger Millet (Ragi),2011-12,Jammu & Kashmir,,,
Finger Millet (Ragi),2012-13,Jammu & Kashmir,7.5,3.7,493.33
Finger Millet (Ragi),2013-14,Jammu & Kashmir,8.7,2.9,333.33
Finger Millet (Ragi),2014-15,Jammu & Kashmir,8.8,4.2,477.27
Finger Millet (Ragi),2015-16,Jammu & Kashmir,0,0,
Finger Millet (Ragi),2016-17,Jammu & Kashmir,8.3,3.6,433.73
Finger Millet (Ragi),2017-18,Jammu & Kashmir,,0,
Finger Millet (Ragi),2018-19,Jammu & Kashmir,0,0,
Finger Millet (Ragi),2019-20,Jammu & Kashmir,0,0,
Finger Millet (Ragi),2000-01,Jharkhand,40.4,25.2,623.76
Finger Millet (Ragi),2001-02,Jharkhand,40.4,25.2,623.76
Finger Millet (Ragi),2002-03,Jharkhand,12.1,8.8,727.27
Finger Millet (Ragi),2003-04,Jharkhand,19,14,736.84
Finger Millet (Ragi),2004-05,Jharkhand,18,11,611.11
Finger Millet (Ragi),2005-06,Jharkhand,16,8.8,550
Finger Millet (Ragi),2006-07,Jharkhand,15.2,11.2,736.84
Finger Millet (Ragi),2007-08,Jharkhand,13.2,5.9,446.97
Finger Millet (Ragi),2008-09,Jharkhand,12.1,8.5,702.48
Finger Millet (Ragi),2009-10,Jharkhand,10.4,5.7,548.08
Finger Millet (Ragi),2010-11,Jharkhand,9,4.7,522.22
Finger Millet (Ragi),2011-12,Jharkhand,11.97,7.92,661.66
Finger Millet (Ragi),2012-13,Jharkhand,12.6,10.6,841.27
Finger Millet (Ragi),2013-14,Jharkhand,11.9,8.7,731.09
Finger Millet (Ragi),2014-15,Jharkhand,13.9,11.7,841.73
Finger Millet (Ragi),2015-16,Jharkhand,14.3,9.2,643.36
Finger Millet (Ragi),2016-17,Jharkhand,22.7,20,881.06
Finger Millet (Ragi),2017-18,Jharkhand,19.01,18.48,972
Finger Millet (Ragi),2018-19,Jharkhand,14.03,11.29,805
Finger Millet (Ragi),2019-20,Jharkhand,14.58,12.76,875
Finger Millet (Ragi),1966-67,Karnataka,852.8,527,617.96
Finger Millet (Ragi),1967-68,Karnataka,811.5,605.9,746.64
Finger Millet (Ragi),1968-69,Karnataka,780.6,469.1,600.95
Finger Millet (Ragi),1969-70,Karnataka,"1,200.00",855,712.5
Finger Millet (Ragi),1970-71,Karnataka,974.2,919.3,943.65
Finger Millet (Ragi),1971-72,Karnataka,962.4,861,894.64
Finger Millet (Ragi),1972-73,Karnataka,936.5,810.5,865.46
Finger Millet (Ragi),1973-74,Karnataka,995.9,770.1,773.27
Finger Millet (Ragi),1974-75,Karnataka,"1,003.50",807.3,804.48
Finger Millet (Ragi),1975-76,Karnataka,"1,048.30","1,221.90","1,165.60"
Finger Millet (Ragi),1976-77,Karnataka,914.5,725.7,793.55
Finger Millet (Ragi),1977-78,Karnataka,"1,013.30","1,369.90","1,351.92"
Finger Millet (Ragi),1978-79,Karnataka,"1,153.10","1,661.00","1,440.46"
Finger Millet (Ragi),1979-80,Karnataka,"1,182.20","1,460.90","1,235.75"
Finger Millet (Ragi),1980-81,Karnataka,"1,062.90","1,094.10","1,029.35"
Finger Millet (Ragi),1981-82,Karnataka,"1,148.30","1,427.80","1,243.40"
Finger Millet (Ragi),1982-83,Karnataka,"1,030.30",944.5,916.72
Finger Millet (Ragi),1983-84,Karnataka,"1,124.60","1,434.10","1,275.21"
Finger Millet (Ragi),1984-85,Karnataka,"1,081.20","1,267.00","1,171.85"
Finger Millet (Ragi),1985-86,Karnataka,"1,109.20","1,200.10","1,081.95"
Finger Millet (Ragi),1986-87,Karnataka,"1,174.90","1,552.40","1,321.30"
Finger Millet (Ragi),1987-88,Karnataka,"1,116.20","1,203.80","1,078.48"
Finger Millet (Ragi),1988-89,Karnataka,"1,150.40","1,178.00","1,023.99"
Finger Millet (Ragi),1989-90,Karnataka,"1,167.30","1,399.40","1,198.83"
Finger Millet (Ragi),1990-91,Karnataka,"1,054.40","1,043.00",989.19
Finger Millet (Ragi),1991-92,Karnataka,"1,066.10","1,443.70","1,354.19"
Finger Millet (Ragi),1992-93,Karnataka,"1,038.40","1,536.10","1,479.30"
Finger Millet (Ragi),1993-94,Karnataka,"1,028.50","1,566.60","1,523.19"
Finger Millet (Ragi),1994-95,Karnataka,944.2,"1,352.70","1,432.64"
Finger Millet (Ragi),1995-96,Karnataka,"1,019.90","1,618.20","1,586.63"
Finger Millet (Ragi),1996-97,Karnataka,"1,035.20","1,488.10","1,437.50"
Finger Millet (Ragi),1997-98,Karnataka,938.5,"1,283.00","1,367.08"
Finger Millet (Ragi),1998-99,Karnataka,"1,030.70","1,734.10","1,682.45"
Finger Millet (Ragi),1999-00,Karnataka,916.3,"1,402.20","1,530.28"
Finger Millet (Ragi),2000-01,Karnataka,"1,021.00","1,887.00","1,848.19"
Finger Millet (Ragi),2001-02,Karnataka,953.5,"1,539.40","1,614.47"
Finger Millet (Ragi),2002-03,Karnataka,767.1,714.5,931.43
Finger Millet (Ragi),2003-04,Karnataka,998.3,"1,125.10","1,127.02"
Finger Millet (Ragi),2004-05,Karnataka,893,"1,733.00","1,940.65"
Finger Millet (Ragi),2005-06,Karnataka,938,"1,724.00","1,837.95"
Finger Millet (Ragi),2006-07,Karnataka,606,816,"1,346.53"
Finger Millet (Ragi),2007-08,Karnataka,833,"1,497.00","1,797.12"
Finger Millet (Ragi),2008-09,Karnataka,841,"1,394.00","1,657.55"
Finger Millet (Ragi),2009-10,Karnataka,765,"1,312.00","1,715.03"
Finger Millet (Ragi),2010-11,Karnataka,788,"1,588.00","2,015.23"
Finger Millet (Ragi),2011-12,Karnataka,680,"1,272.00","1,870.59"
Finger Millet (Ragi),2012-13,Karnataka,645,975,"1,511.63"
Finger Millet (Ragi),2013-14,Karnataka,671,"1,180.30","1,759.02"
Finger Millet (Ragi),2014-15,Karnataka,708,"1,298.00","1,833.33"
Finger Millet (Ragi),2015-16,Karnataka,705,"1,188.00","1,685.11"
Finger Millet (Ragi),2016-17,Karnataka,598,859,"1,436.45"
Finger Millet (Ragi),2017-18,Karnataka,778,"1,286.03","1,653.00"
Finger Millet (Ragi),2018-19,Karnataka,527.25,677.52,"1,285.00"
Finger Millet (Ragi),2019-20,Karnataka,641,"1,164.06","1,816.00"
Finger Millet (Ragi),1966-67,Kerala,5.1,7.1,"1,392.16"
Finger Millet (Ragi),1967-68,Kerala,5.1,7,"1,372.55"
Finger Millet (Ragi),1968-69,Kerala,5,7.1,"1,420.00"
Finger Millet (Ragi),1969-70,Kerala,5,7.6,"1,520.00"
Finger Millet (Ragi),1970-71,Kerala,5,4.9,980
Finger Millet (Ragi),1971-72,Kerala,5,4.8,960
Finger Millet (Ragi),1972-73,Kerala,5,4.4,880
Finger Millet (Ragi),1973-74,Kerala,5,4.4,880
Finger Millet (Ragi),1974-75,Kerala,5,4.6,920
Finger Millet (Ragi),1975-76,Kerala,3,3.1,"1,033.33"
Finger Millet (Ragi),1976-77,Kerala,2.5,2.2,880
Finger Millet (Ragi),1977-78,Kerala,1.5,1.2,800
Finger Millet (Ragi),1978-79,Kerala,1.4,1.1,785.71
Finger Millet (Ragi),1979-80,Kerala,1.3,0.8,615.38
Finger Millet (Ragi),1980-81,Kerala,1.4,1.1,785.71
Finger Millet (Ragi),1981-82,Kerala,1.5,1.1,733.33
Finger Millet (Ragi),1982-83,Kerala,1.4,1.1,785.71
Finger Millet (Ragi),1983-84,Kerala,1.2,0.9,750
Finger Millet (Ragi),1984-85,Kerala,1.2,1,833.33
Finger Millet (Ragi),1985-86,Kerala,1.2,1,833.33
Finger Millet (Ragi),1986-87,Kerala,1.2,1,833.33
Finger Millet (Ragi),1987-88,Kerala,0.9,1,"1,111.11"
Finger Millet (Ragi),1988-89,Kerala,1.5,1.2,800
Finger Millet (Ragi),1989-90,Kerala,1.8,1.5,833.33
Finger Millet (Ragi),1990-91,Kerala,1.9,1.6,842.11
Finger Millet (Ragi),1991-92,Kerala,1.9,1.7,894.74
Finger Millet (Ragi),1992-93,Kerala,1.6,1.4,875
Finger Millet (Ragi),1993-94,Kerala,1.7,1.3,764.71
Finger Millet (Ragi),1994-95,Kerala,1.5,1.2,800
Finger Millet (Ragi),1995-96,Kerala,1.7,1.3,764.71
Finger Millet (Ragi),1996-97,Kerala,1.7,1.3,764.71
Finger Millet (Ragi),1997-98,Kerala,1.4,1.1,785.71
Finger Millet (Ragi),1998-99,Kerala,1.7,1.3,764.71
Finger Millet (Ragi),1999-00,Kerala,1.2,0.9,750
Finger Millet (Ragi),2000-01,Kerala,2,1.6,800
Finger Millet (Ragi),2001-02,Kerala,1.9,1.6,842.11
Finger Millet (Ragi),2002-03,Kerala,1.3,1.1,846.15
Finger Millet (Ragi),2003-04,Kerala,1.5,1.2,800
Finger Millet (Ragi),2004-05,Kerala,0.5,0.6,"1,200.00"
Finger Millet (Ragi),2005-06,Kerala,0.4,0.3,750
Finger Millet (Ragi),2006-07,Kerala,1,1,"1,000.00"
Finger Millet (Ragi),2007-08,Kerala,0.3,0.2,666.67
Finger Millet (Ragi),2008-09,Kerala,0.6,0.5,833.33
Finger Millet (Ragi),2009-10,Kerala,0.29,0.2,682.59
Finger Millet (Ragi),2010-11,Kerala,0.3,0.2,666.67
Finger Millet (Ragi),2011-12,Kerala,0.25,0.27,"1,080.00"
Finger Millet (Ragi),2012-13,Kerala,0.1,0.1,"1,000.00"
Finger Millet (Ragi),2013-14,Kerala,0.1,0.1,"1,000.00"
Finger Millet (Ragi),2014-15,Kerala,0.1,0.1,"1,000.00"
Finger Millet (Ragi),2015-16,Kerala,0.1,0.1,"1,000.00"
Finger Millet (Ragi),2016-17,Kerala,0,0,
Finger Millet (Ragi),2017-18,Kerala,0.09,0.11,"1,272.00"
Finger Millet (Ragi),2018-19,Kerala,0.22,0.27,"1,208.00"
Finger Millet (Ragi),2019-20,Kerala,0.21,0.26,"1,225.00"
Finger Millet (Ragi),1966-67,Madhya Pradesh,18.9,3.8,201.06
Finger Millet (Ragi),1967-68,Madhya Pradesh,18,4.7,261.11
Finger Millet (Ragi),1968-69,Madhya Pradesh,17.9,4.7,262.57
Finger Millet (Ragi),1969-70,Madhya Pradesh,19.7,5.4,274.11
Finger Millet (Ragi),1970-71,Madhya Pradesh,18.8,5.2,276.6
Finger Millet (Ragi),1971-72,Madhya Pradesh,20,5.5,275
Finger Millet (Ragi),1972-73,Madhya Pradesh,20,4.7,235
Finger Millet (Ragi),1973-74,Madhya Pradesh,20.8,5.6,269.23
Finger Millet (Ragi),1974-75,Madhya Pradesh,20.1,4.7,233.83
Finger Millet (Ragi),1975-76,Madhya Pradesh,21.4,6.1,285.05
Finger Millet (Ragi),1976-77,Madhya Pradesh,20.2,3.9,193.07
Finger Millet (Ragi),1977-78,Madhya Pradesh,20.5,5.4,263.41
Finger Millet (Ragi),1978-79,Madhya Pradesh,19.9,5.3,266.33
Finger Millet (Ragi),1979-80,Madhya Pradesh,19.4,4.4,226.8
Finger Millet (Ragi),1980-81,Madhya Pradesh,20.4,5.5,269.61
Finger Millet (Ragi),1981-82,Madhya Pradesh,20.2,5.2,257.43
Finger Millet (Ragi),1982-83,Madhya Pradesh,20.6,5.5,266.99
Finger Millet (Ragi),1983-84,Madhya Pradesh,20.5,5.9,287.8
Finger Millet (Ragi),1984-85,Madhya Pradesh,18.5,4.7,254.05
Finger Millet (Ragi),1985-86,Madhya Pradesh,18.4,5.1,277.17
Finger Millet (Ragi),1986-87,Madhya Pradesh,17.6,4.6,261.36
Finger Millet (Ragi),1987-88,Madhya Pradesh,18.7,5,267.38
Finger Millet (Ragi),1988-89,Madhya Pradesh,16.3,4.4,269.94
Finger Millet (Ragi),1989-90,Madhya Pradesh,16.4,4.6,280.49
Finger Millet (Ragi),1990-91,Madhya Pradesh,15.8,4.5,284.81
Finger Millet (Ragi),1991-92,Madhya Pradesh,18.3,4.9,267.76
Finger Millet (Ragi),1992-93,Madhya Pradesh,15.1,3.9,258.28
Finger Millet (Ragi),1993-94,Madhya Pradesh,14.5,4.2,289.66
Finger Millet (Ragi),1994-95,Madhya Pradesh,15,4.3,286.67
Finger Millet (Ragi),1995-96,Madhya Pradesh,13.2,3.9,295.45
Finger Millet (Ragi),1996-97,Madhya Pradesh,13,3.8,292.31
Finger Millet (Ragi),1997-98,Madhya Pradesh,12.4,3.5,282.26
Finger Millet (Ragi),1998-99,Madhya Pradesh,12.6,3.6,285.71
Finger Millet (Ragi),1999-00,Madhya Pradesh,12,3.5,291.67
Finger Millet (Ragi),2000-01,Madhya Pradesh,1.8,0.7,388.89
Finger Millet (Ragi),2001-02,Madhya Pradesh,0.5,0.1,200
Finger Millet (Ragi),2002-03,Madhya Pradesh,0.6,0.2,333.33
Finger Millet (Ragi),2003-04,Madhya Pradesh,0.5,0.1,200
Finger Millet (Ragi),2004-05,Madhya Pradesh,0.5,0.1,200
Finger Millet (Ragi),2005-06,Madhya Pradesh,0.4,0.1,250
Finger Millet (Ragi),2006-07,Madhya Pradesh,0.3,0.1,333.33
Finger Millet (Ragi),2007-08,Madhya Pradesh,0.4,0.1,250
Finger Millet (Ragi),2008-09,Madhya Pradesh,0.4,0.1,250
Finger Millet (Ragi),2009-10,Madhya Pradesh,0.4,0.1,250
Finger Millet (Ragi),2010-11,Madhya Pradesh,0.4,0.1,250
Finger Millet (Ragi),2011-12,Madhya Pradesh,0.3,0.1,333.33
Finger Millet (Ragi),2012-13,Madhya Pradesh,0.4,0.1,250
Finger Millet (Ragi),2013-14,Madhya Pradesh,0.4,0.2,500
Finger Millet (Ragi),2014-15,Madhya Pradesh,11,3,272.73
Finger Millet (Ragi),2015-16,Madhya Pradesh,1,1,"1,000.00"
Finger Millet (Ragi),2016-17,Madhya Pradesh,2.6,0.9,346.15
Finger Millet (Ragi),2017-18,Madhya Pradesh,,0,
Finger Millet (Ragi),2018-19,Madhya Pradesh,0,0,
Finger Millet (Ragi),2019-20,Madhya Pradesh,0,0,
Finger Millet (Ragi),1966-67,Maharashtra,222.2,145.2,653.47
Finger Millet (Ragi),1967-68,Maharashtra,218.3,177.2,811.73
Finger Millet (Ragi),1968-69,Maharashtra,223,192.8,864.57
Finger Millet (Ragi),1969-70,Maharashtra,221,130,588.24
Finger Millet (Ragi),1970-71,Maharashtra,222.5,192.6,865.62
Finger Millet (Ragi),1971-72,Maharashtra,220.2,174.5,792.46
Finger Millet (Ragi),1972-73,Maharashtra,195.3,84.5,432.67
Finger Millet (Ragi),1973-74,Maharashtra,197,193.6,982.74
Finger Millet (Ragi),1974-75,Maharashtra,208.6,179.5,860.5
Finger Millet (Ragi),1975-76,Maharashtra,210.8,188.1,892.31
Finger Millet (Ragi),1976-77,Maharashtra,219.7,175.3,797.91
Finger Millet (Ragi),1977-78,Maharashtra,223.9,172.4,769.99
Finger Millet (Ragi),1978-79,Maharashtra,222.9,200.6,899.96
Finger Millet (Ragi),1979-80,Maharashtra,220.2,202.2,918.26
Finger Millet (Ragi),1980-81,Maharashtra,221.4,209.6,946.7
Finger Millet (Ragi),1981-82,Maharashtra,225.2,228,"1,012.43"
Finger Millet (Ragi),1982-83,Maharashtra,225.8,215,952.17
Finger Millet (Ragi),1983-84,Maharashtra,228.1,240.9,"1,056.12"
Finger Millet (Ragi),1984-85,Maharashtra,227.4,261.9,"1,151.72"
Finger Millet (Ragi),1985-86,Maharashtra,221.7,261.1,"1,177.72"
Finger Millet (Ragi),1986-87,Maharashtra,220.6,148.6,673.62
Finger Millet (Ragi),1987-88,Maharashtra,213.8,209.2,978.48
Finger Millet (Ragi),1988-89,Maharashtra,205,227.3,"1,108.78"
Finger Millet (Ragi),1989-90,Maharashtra,206.6,217,"1,050.34"
Finger Millet (Ragi),1990-91,Maharashtra,207.5,213.8,"1,030.36"
Finger Millet (Ragi),1991-92,Maharashtra,204.7,188.2,919.39
Finger Millet (Ragi),1992-93,Maharashtra,193.9,207.5,"1,070.14"
Finger Millet (Ragi),1993-94,Maharashtra,165.6,173.8,"1,049.52"
Finger Millet (Ragi),1994-95,Maharashtra,163,176.6,"1,083.44"
Finger Millet (Ragi),1995-96,Maharashtra,152.9,160.6,"1,050.36"
Finger Millet (Ragi),1996-97,Maharashtra,150.6,152.5,"1,012.62"
Finger Millet (Ragi),1997-98,Maharashtra,156.6,146.8,937.42
Finger Millet (Ragi),1998-99,Maharashtra,157,159.1,"1,013.38"
Finger Millet (Ragi),1999-00,Maharashtra,156.4,168.1,"1,074.81"
Finger Millet (Ragi),2000-01,Maharashtra,154.9,128.6,830.21
Finger Millet (Ragi),2001-02,Maharashtra,150.7,181.6,"1,205.04"
Finger Millet (Ragi),2002-03,Maharashtra,146,124,849.32
Finger Millet (Ragi),2003-04,Maharashtra,147,170,"1,156.46"
Finger Millet (Ragi),2004-05,Maharashtra,145,147,"1,013.79"
Finger Millet (Ragi),2005-06,Maharashtra,136,132,970.59
Finger Millet (Ragi),2006-07,Maharashtra,136,123,904.41
Finger Millet (Ragi),2007-08,Maharashtra,128,124,968.75
Finger Millet (Ragi),2008-09,Maharashtra,126,125,992.06
Finger Millet (Ragi),2009-10,Maharashtra,120,109,908.33
Finger Millet (Ragi),2010-11,Maharashtra,120,117,975
Finger Millet (Ragi),2011-12,Maharashtra,130,138,"1,061.54"
Finger Millet (Ragi),2012-13,Maharashtra,125,139,"1,112.00"
Finger Millet (Ragi),2013-14,Maharashtra,126,142,"1,126.98"
Finger Millet (Ragi),2014-15,Maharashtra,112,119,"1,062.50"
Finger Millet (Ragi),2015-16,Maharashtra,92,93,"1,010.87"
Finger Millet (Ragi),2016-17,Maharashtra,92.7,111.1,"1,198.49"
Finger Millet (Ragi),2017-18,Maharashtra,93,106.49,"1,145.00"
Finger Millet (Ragi),2018-19,Maharashtra,80.3,93.48,"1,164.10"
Finger Millet (Ragi),2019-20,Maharashtra,82.22,87.24,"1,061.00"
Finger Millet (Ragi),2010-11,Nagaland,0.3,0.28,933.33
Finger Millet (Ragi),2011-12,Nagaland,0.31,0.29,935.48
Finger Millet (Ragi),2012-13,Nagaland,0.3,0.3,"1,000.00"
Finger Millet (Ragi),2013-14,Nagaland,0.3,0.3,"1,000.00"
Finger Millet (Ragi),2014-15,Nagaland,0.3,0.3,"1,000.00"
Finger Millet (Ragi),2015-16,Nagaland,0.3,0.3,"1,000.00"
Finger Millet (Ragi),2016-17,Nagaland,0.3,0.3,"1,000.00"
Finger Millet (Ragi),2017-18,Nagaland,0.34,0.33,971
Finger Millet (Ragi),2018-19,Nagaland,0.35,0.34,971
Finger Millet (Ragi),2019-20,Nagaland,0.35,0.34,971
Finger Millet (Ragi),2018-19,Odisha,36.66,25.3,690
Finger Millet (Ragi),2019-20,Odisha,35.89,26.24,731
Finger Millet (Ragi),1966-67,Orissa,125.6,113,899.68
Finger Millet (Ragi),1967-68,Orissa,124.1,100.4,809.02
Finger Millet (Ragi),1968-69,Orissa,127.6,145.5,"1,140.28"
Finger Millet (Ragi),1969-70,Orissa,154.6,159.2,"1,029.75"
Finger Millet (Ragi),1970-71,Orissa,156.4,140.9,900.9
Finger Millet (Ragi),1971-72,Orissa,160.2,149.5,933.21
Finger Millet (Ragi),1972-73,Orissa,168,144.4,859.52
Finger Millet (Ragi),1973-74,Orissa,172.2,140.4,815.33
Finger Millet (Ragi),1974-75,Orissa,191.1,122.9,643.12
Finger Millet (Ragi),1975-76,Orissa,236.1,172.8,731.89
Finger Millet (Ragi),1976-77,Orissa,254.7,138.3,542.99
Finger Millet (Ragi),1977-78,Orissa,277.2,195.7,705.99
Finger Millet (Ragi),1978-79,Orissa,277.3,209.4,755.14
Finger Millet (Ragi),1979-80,Orissa,267,146.5,548.69
Finger Millet (Ragi),1980-81,Orissa,336.4,264.8,787.16
Finger Millet (Ragi),1981-82,Orissa,288.9,238.1,824.16
Finger Millet (Ragi),1982-83,Orissa,298.5,244,817.42
Finger Millet (Ragi),1983-84,Orissa,297.5,270.9,910.59
Finger Millet (Ragi),1984-85,Orissa,257.3,191,742.32
Finger Millet (Ragi),1985-86,Orissa,285.8,211.9,741.43
Finger Millet (Ragi),1986-87,Orissa,276.7,201.4,727.86
Finger Millet (Ragi),1987-88,Orissa,224.2,206.4,920.61
Finger Millet (Ragi),1988-89,Orissa,260.6,253.2,971.6
Finger Millet (Ragi),1989-90,Orissa,245.5,241.2,982.48
Finger Millet (Ragi),1990-91,Orissa,256.8,253.6,987.54
